sepal_length,sepal_width,petal_length,petal_width,species
5.803534178923766,3.969404681766926,1.115909061180648,0.19322747221188014,0
5.65393295083667,4.39578311065649,1.564862061595778,0.4710955171366231,0
5.318329551119047,3.9075274973335756,1.1345955846752864,0.3132654318491755,0
5.14464037318249,3.475843127546074,1.4389293202270053,0.19648746885621815,0
5.513742394818508,3.5472581188490775,1.6859898752998763,0.3442632993723327,0
5.126431862891935,3.7547501923454107,1.6124440389701413,0.2555216504285924,0
5.184705803273828,3.363924458508558,1.7977004598716055,0.132710021569881,0
5.0538867811578365,3.9371652377376147,1.462849325452328,0.23995961795543283,0
4.647658225449487,3.750293073711763,0.8084649400570039,0.3076817744354473,0
5.020924332202251,3.304132586303229,1.5488885791117637,0.5240229652522921,0
4.863642727819261,3.454839150255047,1.9036122526537642,0.08214576659499047,0
4.913105910110809,2.941054299797218,1.586535336356394,0.23871035966678317,0
4.8613973754050654,3.3844426537381405,1.6360780313811953,0.36463300680807725,0
5.230881657304371,3.444147725120757,1.522560701439047,0.21804995845560643,0
5.372989284639264,3.2958969656959414,1.3914121284907432,0.13882184804912545,0
4.672088244684812,3.1213442239802047,1.3844371978698162,0.14896419813440115,0
4.787428234619941,2.996304236737646,1.5792487163833506,0.29610505980497726,0
5.409361249892581,3.4639125162937408,1.5045076501622638,0.226386484497463,0
5.1877600346536665,4.100215398119297,1.4712948456516715,0.16679631863627797,0
5.388936278234945,3.99601536261606,1.5399082771665826,0.3477818263973751,0
4.851681485236855,3.0614868847087795,1.4539793347842778,0.07425964947873778,0
5.014438813455289,3.345305701786631,1.3213056265841774,0.26882114289291276,0
5.407100296504807,3.529641519819245,1.2961304548536694,0.14004472588037145,0
4.885669958540992,3.4880975971217705,1.3760768083655919,0.14011872767615188,0
4.398811002231115,3.120818710628917,1.3454499901247552,0.1327850574251706,0
4.972568952770102,3.4944432357993285,1.3312352059390227,0.15879688166200542,0
5.066322101704275,3.6061741856172773,1.2031360741665555,0.507658912866714,0
4.535718311627823,2.17475984495737,1.3617333864371264,0.43575089612895757,0
4.398498061247099,3.252303812145971,1.2549629548224133,0.30983416883985854,0
5.0772113084618375,3.5528861887238823,1.4660802929549064,0.5921949624570512,0
4.984353152975328,3.909374824694378,1.935729016114672,0.4057899127558603,0
4.883269699404281,3.0855811462835616,1.4795008662764189,0.3851682361863029,0
5.064096748544103,3.814731473772042,1.7756071582904862,0.23409952698254943,0
4.580879756010031,3.16215615581537,1.3786299844055496,0.3100331599752991,0
5.240335890195343,3.7420206577242383,1.7879498159016731,0.2652324553641524,0
4.870894773043531,3.4126326721646465,1.4104864214686235,0.16060362628846525,0
7.139517437153606,3.2333703844965886,4.736406726061548,1.303754855808302,1
6.370011382203328,3.069797047609629,4.247184126248094,1.4817699960453858,1
6.933381488855497,3.0776916526511267,4.685619416020117,1.5783224246641587,1
5.691848015968635,2.2793529006810935,4.018605343324364,1.4004595912588327,1
6.358318396949918,2.598434389343104,4.609179780114239,1.586648585940972,1
5.612519708232283,2.8294466644269014,4.555180318836541,1.321574336001206,1
6.320420761967834,3.285574239033939,4.755396593414281,1.5078046422325986,1
4.867673220105967,2.2762432985884287,3.2312845252097615,0.9005723721756907,1
6.608399052187328,2.852392983970455,4.655673655346789,1.3590531518770705,1
5.12588928041453,2.8420150737771546,3.877157752653767,1.5097962353278451,1
4.95927500902335,1.9421243570393383,3.458410650130901,1.0349300327086142,1
6.009320608243825,3.1345302873422063,4.18466011774422,1.5476229753937771,1
6.003152060906947,2.229278152070678,4.1424773884362445,1.0198784691001874,1
6.132833917698369,3.056987728981033,4.609174914495812,1.4133798669290498,1
5.7173903003547615,2.7282302820520923,3.70882403041976,1.2769671202068522,1
6.717790081760347,3.147360969053066,4.472737994649232,1.54720955243184,1
5.395612819259507,3.003004099956258,4.524293427616756,1.6555514783007883,1
5.947488518583038,2.738995040001139,4.077282542503812,0.8944653599687056,1
6.18273881615558,2.2472668571641963,4.382051315390199,1.4247228778733247,1
5.503708023047523,2.6249822855960057,3.851080763288689,1.1604537844926164,1
5.859079278013308,3.1731336048386254,4.7354026148859285,1.717650660001066,1
5.998182441814932,2.878043817940097,3.8853721893263446,1.1447024827964052,1
6.235902237183712,2.611161949933228,5.099172376816415,1.3377521415256384,1
6.249517843756099,2.868150459677395,4.810019707380306,1.0873720452638158,1
6.362246422609225,2.706379280155857,4.447967347516759,1.231285743387736,1
6.5528618239562855,3.0526080948995262,4.419770190962575,1.4027704729772354,1
6.7992228989698775,2.837224761163542,4.709412072539343,1.4505766223396768,1
6.884365135322761,3.0127380095037117,4.895113141580829,1.6641282432419338,1
6.105806272448827,2.978115255472666,4.453336060422455,1.2909002190730972,1
5.572894552941204,2.4373822893805004,3.484603226478,0.9217337978771516,1
5.604006482099688,2.2955390572148047,3.859549668836003,1.1181545957035042,1
5.661233104816588,2.526723987239445,3.7375058302899156,1.0065198577037857,1
6.015649640136885,2.819415682221916,3.875120231641777,1.2494969833211258,1
5.973736059560327,2.6404945606273955,5.0188408501995285,1.5829702867254931,1
5.398186544929659,3.1362443399167628,4.367869198843132,1.5653118971354272,1
6.04293342663035,3.369379444463456,4.426728247571938,1.5103946834953477,1
6.679416786405443,3.362271830230163,4.6912778056759326,1.5080758974136699,1
6.447606751216603,2.30358091855357,4.433183618267824,1.1050321524541862,1
5.5876648153213795,3.2099911621223236,4.103164397702081,1.2818311856825504,1
5.316943185645859,2.402520013896814,3.877886692182932,1.3477455262955362,1
5.4160803593235505,2.600184003431901,4.238933187853149,1.057882182552562,1
6.187022102481048,2.8659632587771156,4.751694597277921,1.3970297233837363,1
5.7072240536396555,2.7785774130783993,4.054563070115279,1.2096007851929051,1
5.205949873778792,2.266875022543607,3.4101246771284774,1.0517552846885674,1
5.600086926491262,2.7129205824443963,4.285162596587917,1.201300299690115,1
5.7109852168804895,3.1904948107284614,4.205468566002328,1.0598854680988816,1
5.736750270465577,2.969910542863626,4.147979626321313,1.335228757324921,1
6.150876610947364,2.8638343657616447,4.472656236568245,1.3588364862567208,1
4.974684646011976,2.294792057342842,2.9591010387257275,1.0895212358585549,1
5.5079534869892415,2.775849275605709,4.0068812243589,1.2557712650663448,1
6.351957877598737,3.375794692846538,6.2284023702938525,2.4208514466526463,2
5.83616707287226,2.8328371349130026,5.194292358944411,1.7403459706936792,2
7.160107875969453,2.8665143122835697,6.035991654211284,2.0844579500597553,2
6.4335530740526305,2.9337107348378075,5.7158892358861335,1.7940298818300067,2
6.501489267452074,3.123946382854832,5.862801372863991,2.229137986487433,2
7.693502805622263,2.979927764634901,6.701318268026655,2.054323265077898,2
4.917275947441419,2.4484234535091973,4.403621723512703,1.537980980836732,2
7.266619053359993,2.8099297298719685,6.073920772817048,1.7630414611402543,2
6.662249708106832,2.514061491858102,5.951739467897419,1.8514298736540302,2
6.98314550134467,3.616193569159104,6.132135885679059,2.4781393353494123,2
6.50899097660784,3.1766615602867563,5.2550043116789915,1.9864701181481403,2
6.358862529606807,2.562435674849894,5.379534390975443,1.8923011208604819,2
6.695174211633232,2.9901064468080674,5.453418478697056,1.9130894595209789,2
5.705805847991656,2.4698901796016175,4.897700461643671,1.9979241806633719,2
5.768582638084229,2.964866592425514,5.155775802482789,2.250079820748789,2
6.2760062061803525,3.1543264173805325,5.210098281867851,2.3742867832230687,2
6.4411629234087515,2.896789376408491,5.463386003357213,1.814311206140089,2
7.729763265533431,3.6132685237008215,6.768269891702248,2.216976243451228,2
7.744445026394776,2.434087352525438,7.0085170438348205,2.158581065077156,2
5.973761256307362,2.2009528946973047,5.026978170005914,1.4617436649770754,2
6.841602546664262,3.041641395977547,5.679596350973402,2.3437711582364917,2
5.702265721853371,2.6962999438920474,4.969227575089964,2.0797292871096746,2
7.802286488494417,2.8506501282732564,6.908013952605945,2.124194051987227,2
6.169597801342818,2.762846958684496,4.913498275425798,1.911904154233862,2
6.800605914963232,3.2562651028337903,5.657414320695328,1.9686823861775387,2
7.21155323484892,3.351545473613959,6.056835252123763,1.772439800962969,2
6.306094154139134,2.902721745642817,4.662963416735604,1.90980034033739,2
6.0595150007594345,3.094616009082387,4.6996327199421835,1.9802817160112234,2
6.559051040154378,2.855239802047649,5.556902493998254,2.1472396007376964,2
7.32232989887233,2.959442046181791,5.763146046122566,1.7151775661312467,2
7.2322779554898355,2.6438408397460025,6.089859051844839,1.7283821515627693,2
7.863717731591632,3.6400617420342862,6.238293563087028,1.9130984473694508,2
6.415133087806765,2.781872387512626,5.671134751332545,2.304030120064739,2
6.315182217256512,2.791611323701299,5.063970745183384,1.5095749058270937,2
6.143629249121341,2.5619464762403434,5.744235524730927,1.4151965386780199,2
7.7330753052602965,2.856444390884415,6.231913545813816,2.2120090281883367,2
6.282864556546042,3.5888736269089874,5.633706615003582,2.415668663088904,2
6.3571706203347835,3.0414776824034107,5.362957756288669,1.931217967203658,2
6.029942274272157,3.0411514565609794,4.956513632912534,1.8264821182892883,2
6.925591912544291,2.9803677089869955,5.40494584765057,2.2081860324406746,2
6.609082476746903,2.952598906056253,5.477606282087628,2.5511304422733723,2
6.927653177178531,3.175708951632457,5.122594914063042,2.448311648568108,2
5.644352009152159,2.6624356281174046,5.121678282743043,2.0466455498503136,2
6.845935851446543,3.0894353223570783,5.829509233003434,2.3661617442693235,2
6.6694902509385185,3.1768014588489986,5.668269819821554,2.4887651873042267,2
6.630665593735897,3.095003254841489,5.215302959150751,2.0860618655952496,2
6.1637391836034645,2.5478541157161363,5.043487503528119,2.0510815887171407,2
6.500325799675663,3.116575903073963,5.021091400453155,2.0033136950636807,2
6.308825078938451,3.4443276028321046,5.384246653748304,2.259973331293479,2
5.779577442675257,2.9740578561053477,5.14749239668969,1.9159782212721583,2
